text_id,post,用户昵称,用户id,转发数量,评论数量,点赞数量,原始发布时间,发布时间,post_tokens
5104052754712370,怎么办这种感觉像是又要月经了…可是卫生巾我真的都要不敢用了#卫生巾 c类# ,sugarloey,7809653675,0,0,0,Sun Nov 24 01:54:28 +0800 2024,2024/11/24,感觉 像是 月经 真的
5104051240830258,#卫生巾 C类#我c了这个世界，能不能对女性好一大点？ ,不会晴的阴雨天n,7233956310,0,0,0,Sun Nov 24 01:48:27 +0800 2024,2024/11/24,世界 女性 一大 点
5104033586483973,#卫生巾 C类#大家一起努力? ,鱼于羽瑜,5693702760,0,0,2,Sun Nov 24 00:38:18 +0800 2024,2024/11/24,努力
5104003790933478,#卫生巾 C类#对于女性的刚需产品，不仅卖的越来越贵！现在连卫生安全都堪忧。我都不知道该如何吐槽了！！！！！ ,八月底前一定要瘦35斤,6203925396,0,0,1,Sat Nov 23 22:39:54 +0800 2024,2024/11/23,女性 刚 需 产品 卖 越来越 贵 卫生 堪忧 吐槽
5103955762220370,#卫生巾塌房##卫生巾 c类#   你们看了热搜吗？  真可怕，这个C类和窗帘等不可和皮肤直接接触的属于同一类别…  离火啊，冲破虚假的晦暗，明后年都是火旺年份，大概会照出更多妖魔鬼怪吧 ,莎莎的藏金库,6338866456,0,9,26,Sat Nov 23 19:29:03 +0800 2024,2024/11/23,塌房 热 搜 真 可怕 窗帘 皮肤 接触 类别 离火 冲破 虚假 晦暗 明后 年 火旺 年份 会照 出 更 妖魔鬼怪
5103981613288408,#卫生巾 C类#卫生巾一次性用就随造质量差的来骗钱，烟酒空气什么也是一次性的，为什么不见你街去吸毒气抽毒烟喝毒酒 ,麦麦一辈子爱你,5662511095,0,0,0,Sat Nov 23 21:11:46 +0800 2024,2024/11/23,一次性 随造 质量 差 骗钱 烟酒 空气 一次性 不见 街 吸毒 气 抽毒 烟 喝 毒酒
5103975644794194,#卫生巾 C类#服了，还有啥能放心用的 ,受热不分解,7528220150,0,0,0,Sat Nov 23 20:48:03 +0800 2024,2024/11/23,类服 放心
5103876326296144,#卫生巾 C类#卫生巾的生产标准分为A类、B类和C类。其中，C类是最基本的标准，适用于非直接接触皮肤的纺织产品，如外衣、窗帘等。然而，市场上大多数卫生巾均执行C类标准，这意味着它们的pH值最高可达9，而A类标准的pH值则更低，更适合直接接触皮肤。许多网友对卫生巾C类标准提出了强烈质疑。他们认为，作为女性日常必需品，卫生巾应当至少达到B类标准，甚至是A类标准。网友们普遍感到不满，认为这一标准不仅不符合女性的实际需求，而且可能导致一系列健康问题，如皮肤过敏、瘙痒等。还有网友指出，即使卫生巾存在问题，各大品牌的态度依然是‘爱买不买’，缺乏对消费者的尊重。一些专业人士提醒，虽然卫生巾C类标准确实较低，但如果产品符合国家规定的各项指标，通常不会对女性健康造成重大危害。湖南省妇幼保健院妇女保健科主任吴颖岚表示，选择卫生巾时应重点关注材质、卫生、消毒及质量控制等方面，而非过分关注其pH值。她建议女性在选购卫生巾时，应选择适合自己的尺寸、材质和品牌，同时注意定期更换，保持清洁。,恐龙抗狼扛狼扛,7214726304,0,0,0,Sat Nov 23 14:13:24 +0800 2024,2024/11/23,生产 标准 分为 A B 标准 非 接触 皮肤 纺织 产品 外衣 窗帘 市场 均 执行 标准 意味着 pH 值 可达 A 标准 pH 值则 更 低 更 适合 接触 皮肤 网友 标准 提出 质疑 女性 日常 必需品 至少 B 标准 A 标准 网友 感到 这一 标准 符合 女性 需求 导致 一系列 健康 皮肤过敏 瘙痒 网友 指出 各大 品牌 态度 依然 爱买 买 缺乏 消费者 尊重 专业人士 提醒 标准 确实 低 产品 符合国家 各项 指标 女性 健康 危害 湖南省 妇幼保健 院 妇女 保健 科主任 吴颖岚 选择 时应 重点 关注 材质 卫生 消毒 质量 控制 非 过分 关注 pH 值 建议 女性 选购 时 应 选择 适合 尺寸 材质 品牌 定期 更换 保持清洁
5103835248853505,#卫生巾 C类#衣服都是B类 卫生巾是C类 无语? ,千颂伊oini,5856341253,0,2,6,Sat Nov 23 11:30:10 +0800 2024,2024/11/23,衣服 B 语
5103674214321620,#卫生巾 c类#真好笑！wb真踏马恶心，搞限流，要闻的热搜里边没有一条是卫生巾！用#号键打标签都搜不出近期沸沸扬扬的卫生巾C类事件！垃圾！有问题就解决提出问题的人，呵呵 ,WU风哝语,7836955568,0,0,1,Sat Nov 23 00:50:17 +0800 2024,2024/11/23,类真 好笑 wb 真踏马 恶心 搞 限流 要闻 热 搜 里边 一条 号键 标签 搜不出 近期 沸沸扬扬 事件 垃圾 解决 提出
5103652532652816,#卫生巾pH与其他标准比不科学#西瓜汁能测糖度，苹果汁能测糖度，不是同一种水果照样能比谁甜。哦，卫生巾测pH，纺织品测pH，两接触皮肤的东西就不能放在一起参考比较了。尽管卫生巾也用料子，唉，它就是不能和纺织品标准比，不比就不比。想必是因为#卫生巾 c类# 确实挺扎眼睛的，所以才会说“不同品类产品特性不一样，pH要求也不一样，因此将卫生巾pH与其他标准相比较是不科学的。”倒不知道是请谁写的稿子，多念几遍，忍不住笑出来。真有道理啊。那卫生巾pH倒是与我国GB8939-1999卫生巾标准强制执行条目中的pH标准比。或者参考印度、埃塞俄比亚、肯尼亚等国家卫生巾标准中的pH比呀？你说该标准pH为4.0～9.0，“此指标是基于充分试验验证而设定。”你道这指标没问题就没问题呗，说的好像5.5～8是瞎编的一样。怎么不说如果以1999版比的话，热搜将比C类更难听不是么？pH4为不合格品。pH9为不合格品。这就是行业专业期刊《生活用纸杂志》刊发文章的水准与笔力吗？咱们退一步说，就算pH与C类纺织品标准pH一样是08年卫生巾行当聪明绝顶的创举，那请问消费者想要更靠谱的pH值行不行？消费者总有提建议有选择的权利。希望是真的将消费者健康安全肯定是第一位。,花糕员外,1933903170,23,5,157,Fri Nov 22 23:24:08 +0800 2024,2024/11/22,pH 标准 科学 西瓜汁 能测 糖度 苹果汁 能测 糖度 一种 水果 照样 能比 甜 测 pH 纺织品 测 pH 两 接触 皮肤 东西 放在 参考 料子 纺织品 标准 想必 是因为 确实 挺扎 眼睛 说 品类 产品 特性 pH pH 标准 相 科学 倒 请 写 稿子 多念 几遍 忍不住 笑 真有 道理 pH 倒 我国 GB8939 1999 标准 强制执行 条目 中 pH 标准 参考 印度 埃塞俄比亚 肯尼亚 国家 标准 中 pH 说 标准 pH 指标 试验 验证 设定 道 指标 没 没 说 好像 瞎编 不说 1999 版比 热 搜 更 难听 pH4 不合格品 pH9 不合格品 行业 专业 期刊 生活 用纸 杂志 刊发 文章 水准 笔力 退一步说 pH 纺织品 标准 pH 08 年 行当 聪明绝顶 创举 请问 消费者 想要 更 谱 pH 值 行不行 消费者 总有 提 建议 选择 权利 希望 真的 消费者 健康 肯定 第一位
5103647727553941,#卫生巾 C类#阿西吧 ,重生归来之黑化max版女宝妈,7161502304,0,0,0,Fri Nov 22 23:05:02 +0800 2024,2024/11/22,阿西
5103634505534529,我常用的高洁丝。花王。苏菲集体闭嘴。女性的诉求是提高卫生巾国标，我不需要你跟我解释什么是c类，#卫生巾##卫生巾 C类##高洁丝# ,无糖海盐拿铁,7513835114,0,0,2,Fri Nov 22 22:12:30 +0800 2024,2024/11/22,常用 高洁 丝 花王 苏菲 集体 闭嘴 女性 诉求 提高 国标 解释 高洁 丝
5103634260428608,#医用卫生巾概念股连日大涨##卫生巾 c类# 说明市场认可，这些可是近一半人口都需要用到的东西，那些卫生巾厂家是在拽什么啊！ ,老虎为什么吃第五只羊,3272849601,0,0,0,Fri Nov 22 22:11:31 +0800 2024,2024/11/22,医用 概念股 大涨 市场 认可 近一半 人口 用到 东西 厂家 拽
5103631969814519,一个卫生巾问题 打得所有厂家噤若寒蝉 也没有任何组织出来说话点你呢妇联 本以为可以一石激起千层浪 没想到反而更安静了 #卫生巾 c类# ,早见沙棘,5261552031,0,0,3,Fri Nov 22 22:02:25 +0800 2024,2024/11/22,厂家 噤若寒蝉 组织 说话 点 妇联 一石激起千层浪 没想到 更 安静
5103615888856791,#卫生巾 c类#所以说女性的命不是命吗？c类！怎么敢的？有良心吗？ ,01宝宝开门系我呀,7765310165,0,0,1,Fri Nov 22 20:58:31 +0800 2024,2024/11/22,说 女性 命 命 敢 良心
5103608278553484,#卫生巾 c类# 强调卫生巾与衣物abc概念不一并不能洗白哈  ph值标准应与A类衣服一致 快把范围调严谨了 搞那么宽泛照样要被讨伐 ,野人怎么惹,7852572798,0,0,0,Fri Nov 22 20:28:17 +0800 2024,2024/11/22,衣物 abc 概念 一并 洗白哈 ph 值 标准 应 A 衣服 快 调 严谨 搞 宽泛 照样 讨伐
5103597240454463,快手主播：东北亮子每晚六点 ID:2207944786      该主播在2024年11月22日晚上6点50开始，虚构剧情，男女关系，女儿非亲生，寻找亲生为由，并且主播需要低俗不尊重女人，性暗示辱骂等，博取流量，为后期卖货做准备，建议有关部门严查严惩封杀@北京12345 #卫生巾 c类##王宝强被举报涉嫌欺诈# ,呵呵一笑NM,7666943859,0,2,13,Fri Nov 22 19:44:25 +0800 2024,2024/11/22,快手 主播 东北 亮子 每晚 六点 ID 2207944786 该主播 2024 年 11 月 22 日 晚上 点 50 虚构 剧情 男女关系 女儿 非 亲生 寻找 亲生 主播 低俗 尊重 女人 性 暗示 辱骂 博取 流量 后期 卖货 做 建议 部门 严查 严惩 封杀 王宝强 举报 涉嫌 欺诈
5103590903385193,#旺仔#唉哟这被背刺的一生#卫生巾 c类# ,derder咧,7649903895,0,1,2,Fri Nov 22 19:19:14 +0800 2024,2024/11/22,旺仔 背 刺 一生
5103576403935324,#卫生巾 C类##卫生巾# ,是Cynthiaaa_,3987170865,0,2,0,Fri Nov 22 18:21:36 +0800 2024,2024/11/22,
5103576126326052,#ABC创始人公开致歉# 整个行业的问题，不是一家出来道歉能平民愤的！跟窗帘布一个标准谁能接受？！行业标准不提高，市场监管不给力，说什么都无用！#卫生巾 c类# ,70s_流风回雪,2660485171,0,0,0,Fri Nov 22 18:20:31 +0800 2024,2024/11/22,ABC 创始人 公开 致歉 行业 一家 道歉 平民愤 窗帘布 标准 接受 行业标准 提高 市场监管 不给力 说 无用
5103574145043842,你倒是公开发啊@微博管理员 还要我帮你发吗#卫生巾 c类# ,肖明啵啵,5556131412,1,0,2,Fri Nov 22 18:12:39 +0800 2024,2024/11/22,倒 公开 发 帮 发
5103565347226539,#卫生巾 c类# 长度不够，我作为消费者被欺骗，权利被侵犯了。 而卫生程度不够，这是对所有女性身体健康权利的侵犯！难道要人纷纷得上妇科病，再从这里吸女人的血？谁在吃肉？谁在获利？为什么不重视不正视？ ,周郎妙计安天下_,7569814628,0,0,3,Fri Nov 22 17:37:41 +0800 2024,2024/11/22,长度 消费者 欺骗 权利 侵犯 卫生 程度 女性 身体健康 权利 侵犯 纷纷 妇科病 吸 女人 血 吃 肉 获利 重视 正视
5103559592382549,万万没想到有一天买卫生巾还要看配料表#卫生巾 c类# ,会长家的小朋友,1852073395,0,0,2,Fri Nov 22 17:14:49 +0800 2024,2024/11/22,万万 没想到 买 配料表
5103542966420269,#卫生巾 C类# 把我们女的当人好吗 ,page_yeoan,7365578963,0,0,1,Fri Nov 22 16:08:45 +0800 2024,2024/11/22,女 当人
5103516890956421,#卫生巾 c类##苏菲卫生巾被曝有虫子尸体##卫生巾新国标正在起草# 不仅要让长度正常！最重要的还是质量质量质量??????不要黑心棉不要有虫卵不要C类执行标准??????不要黑心棉不要有虫卵不要C类执行标准??????不要黑心棉不要有虫卵不要C类执行标准?????? ,爱吃帝国在逃小画家,7466034266,0,0,0,Fri Nov 22 14:25:08 +0800 2024,2024/11/22,苏菲 曝有 虫子 尸体 新 国标 起草 长度 质量 质量 质量 黑心棉 虫卵 执行 标准 黑心棉 虫卵 执行 标准 黑心棉 虫卵 执行 标准
5103514967869507,抵制ABC 赚女性的钱还瞧不起女性 #卫生巾 c类#,帆坨儿,5656304830,0,0,10,Fri Nov 22 14:17:30 +0800 2024,2024/11/22,抵制 ABC 赚 女性 钱 瞧不起 女性
5103514112232222,#买卫生巾认准包装上的卫消证字# #卫生巾 c类# #abc卫生巾# 看看后续整改，一个都跑不了,石佛沧海,5317593204,0,0,0,Fri Nov 22 14:14:06 +0800 2024,2024/11/22,买 认准 包装 卫 消证 字 abc 后续 整改 跑不了
5103513678644347,不是和平年代吗，怎么活着这么难#卫生巾 c类# ,安零零零_AL,7279623295,0,0,0,Fri Nov 22 14:12:22 +0800 2024,2024/11/22,和平 年代 活着 难
5103511903142449,#卫生巾 C类#成卫生巾受害者了  过敏 湿疹 毛囊炎…… 他爹的 ,hejane_,7508699225,0,1,0,Fri Nov 22 14:05:19 +0800 2024,2024/11/22,类成 受害者 过敏 湿疹 毛囊炎 爹
5103463832227459,#卫生巾 C类# 女性税真让人宫寒 卫生巾便宜的不敢用 贵的也不一定可靠 真是服了 ,#NAME?,5386149032,0,13,16,Fri Nov 22 10:54:18 +0800 2024,2024/11/22,女性 税 真让人 宫寒 便宜 贵 可靠 服
5103460342827810,#卫生巾 c类#,你真的训,5195290221,0,0,0,Fri Nov 22 10:40:26 +0800 2024,2024/11/22,
5103438734034204,#卫生巾 C类#如果真的在乎自己的权益和身体，应该自己去查查相关规范，纺织品c类包含窗帘那些，a类包含婴儿尿布，奶嘴那些，看出区别了吗，这些不是一次性用品啊，除非你洗洗还用第二次，那我没话说。我好奇每次这种节奏是怎么起来的，明明只需要潦草的查一查就能明白的事儿? ,#NAME?,5596676591,0,1,2,Fri Nov 22 09:14:34 +0800 2024,2024/11/22,真的 在乎 权益 身体 查查 相关 规范 纺织品 包含 窗帘 a 包含 婴儿 尿布 奶嘴 区别 一次性 用品 洗洗 第二次 没话说 好奇 每次 节奏 明明 潦草 查 一查 明白 事儿
5103430305843681,#卫生巾 C类#我说我咋一直过敏 ,Juddd_,5829532553,0,0,0,Fri Nov 22 08:41:05 +0800 2024,2024/11/22,说 过敏
5103427614935350,#卫生巾 c类#,丨蕉叶覆鹿丨,1947635697,0,0,1,Fri Nov 22 08:30:23 +0800 2024,2024/11/22,
5103424263686166,#卫生巾 C类# 我艹，就这么不把女性当人看，还想让我们生孩子，呵呵 ,我在2823,6995778243,0,0,1,Fri Nov 22 08:17:04 +0800 2024,2024/11/22,艹 女性 当人 想 生 孩子
5103336604828179,#卫生巾 C类#414 ,给小报穿秋裤Q,5596414330,0,0,0,Fri Nov 22 02:28:44 +0800 2024,2024/11/22,414
5103322698876290,牛#卫生巾 C类#,大橘为重_ya,5669099636,0,0,0,Fri Nov 22 01:33:29 +0800 2024,2024/11/22,牛
5103305282029851,#卫生巾 C类#造谣式宣传偷换概念，把卫生巾执行标准和纺织品执行标准混为一谈，连正确合理的诉求都搞不清楚，利用大众情绪带节奏不是蠢就是坏 ,清和月廿一biu,5161522826,0,0,0,Fri Nov 22 00:24:17 +0800 2024,2024/11/22,造谣 式 宣传 偷换概念 执行 标准 纺织品 执行 标准 混为一谈 正确 诉求 搞不清楚 利用 大众 情绪 带 节奏 蠢 坏
5103296546870497,#卫生巾 c类# 扇死你每次侧漏都会怪月经，月经我对不起你。应该怪的是卫生巾。 ,斜刘海Vicky,7722883276,0,0,0,Thu Nov 21 23:49:34 +0800 2024,2024/11/21,扇 死 每次 侧漏 怪 月经 月经 对不起 怪
5103293976020663,这卫生巾要咋样啊 还能用吗，我马上要来了 还是说用卫生棉条？？#黑心卫生巾##卫生巾 c类# ,千仟金锦,6613354997,0,0,1,Thu Nov 21 23:39:21 +0800 2024,2024/11/21,咋样 要来 说用 卫生棉 条 黑心
5103292040615020,#卫生巾 c类# 历时655天，我终于得以“昭雪”，如果这件事没上热搜，那么世上又要多一个“含冤而终”的人了，谁懂我知道真相时的心情  #卫生巾# ,祝第三行星Earth早日爆炸,5583967268,0,0,0,Thu Nov 21 23:31:40 +0800 2024,2024/11/21,历时 655 天 终于 得以 昭雪 这件 事 没 热 搜 世上 含冤而终 懂 真相 时 心情
5103289437520419,#自由点卫生巾塌房##卫生巾塌房##卫生巾 c类# 天塌了，没被痛经疼死要被卫生巾害死了。还以为我虚了，怀疑过吃的红枣都没怀疑过你自由点。我还囤了一箱。。。自由点要不你赔我点？咱就是说女性贴身用的东西要求能高点不。还能不能保障女性最基本的安全了？处处想赚女性的钱但你也得把质量提上去吧？我真服了不知道说啥好，明明是新时代新社会，就这些黑心商家比旧社会的商贩还黑吧。赚钱也不是这么赚的吧黑心钱花的就那么安生吗。给爷整笑了天天尊重女性尊重女性的口号喊着真没觉得哪尊重了，倒是坏事儿全发生女性身上了。人坏了带动社会也坏了，衣食住行真不知道还能相信什么这么严峻的坏境我还能活着真是命大。最后再说一句黑心商家能不能死啊,左手左手左,6458388019,0,0,1,Thu Nov 21 23:21:19 +0800 2024,2024/11/21,自由 点 塌房 塌房 天塌 没 痛经 疼死 害死 虚 怀疑 吃 红枣 没 怀疑 自由 点 囤 一箱 自由 点要 赔 我点 女性 贴身 东西 高点 保障 女性 想 赚 女性 钱 质量 提上去 真服了 说 明明 新 时代 新 社会 黑心 商家 旧社会 商贩 黑 赚钱 赚 黑心钱 花 安生 给爷 整笑 天天 尊重 女性 尊重 女性 口号 喊 真 没 尊重 倒 坏事 儿全 发生 女性 身上 人坏 带动 社会 坏 衣食住行 真不知道 严峻 坏境 活着 命大 一句 黑心 商家 死
5101676384752112,#卫生巾 C类#卫生巾的现状就是，便宜的不敢用，贵的也不一定可靠 ,大橘喵喵喵大栗,7799806116,63,167,7798,Sun Nov 17 12:31:37 +0800 2024,2024/11/17,现状 便宜 贵 可靠
5103286455373090,#卫生巾 C类# 现在还有什么能用啊 ,别怪姐无理取闹咯,5233974264,0,0,0,Thu Nov 21 23:09:28 +0800 2024,2024/11/21,能用
5103285919023989,#卫生巾 C类#不懂就问，集美们是像马云一样对钱不感兴趣吗？现在世面上的卫生巾都不符合标准，而且售价高，却没有人愿意投钱做高规格的卫生巾，低价卖给集美 ,XLLL白云苍狗,5876200083,0,2,10,Thu Nov 21 23:07:20 +0800 2024,2024/11/21,懂 问 集美 马云 钱 不感兴趣 世面 符合标准 售价 高 投钱 做 高 规格 低价 卖 集美
5103284602537129,#卫生巾 C类# 不把女的当人么？你自己从哪出来的不知道么？别TM让女的生孩子了，石头子里蹦吧！ ,和光同尘eleven,6140010813,0,0,0,Thu Nov 21 23:02:06 +0800 2024,2024/11/21,女 当人 TM 女 生 孩子 石头 子里 蹦
5103280265368377,#卫生巾 c类# 对?早已彻底失望 现在我只想知道能用什么牌子的，以前一直用的花王还能用吗 ,乃子奴,7381954740,0,0,1,Thu Nov 21 22:44:52 +0800 2024,2024/11/21,早已 失望 想 牌子 花王
5103278818590758,#卫生巾 C类#褥女又赚女性的? 到底什么牌子可以用 ,烤個小貓奶酪-,7186388816,0,0,1,Thu Nov 21 22:39:06 +0800 2024,2024/11/21,类褥 女 赚 女性 牌子
5103278277525924,卧槽，卫生巾C类标准指的是卫生巾的pH值要求为4.0～9.0。这一标准与窗帘、床罩、外衣等纺织品的标准相当，而低于婴儿尿不湿的标准？？！！卫生巾作为女性生理期的必需品，其质量直接关系到女性的健康。然而，现行的国家标准GB15979-2002《一次性使用卫生用品卫生要求》中，卫生巾的卫生要求相对较低，这与消费者对健康和安全的需求存在差距。消费者对卫生巾的长度和pH值的质疑，反映了对更高标准的期待。#卫生巾 C类##女性健康#,黑夜绽放的美丽,5900993079,0,0,0,Thu Nov 21 22:36:57 +0800 2024,2024/11/21,卧槽 标准 指 pH 值 这一 标准 窗帘 床罩 外衣 纺织品 标准 低于 婴儿 尿不湿 标准 女性 生理期 必需品 质量 关系 女性 健康 现行 国家标准 GB15979 2002 一次性 卫生用品 卫生 中 卫生 低 消费者 健康 需求 差距 消费者 长度 pH 值 质疑 更 高标准 期待 女性 健康
5103278065192751,#卫生巾 C类#谁敢捂嘴能不能让女的做卫生巾，c类不把我们当人吗 ,抹茶不加冰_ICE,7750391031,0,0,2,Thu Nov 21 22:36:08 +0800 2024,2024/11/21,敢 捂 嘴 女 做 当人
5103274896916892,#卫生巾 C类#下次来月经准备流一地 ,天真的布丁-厌人版,6347148514,2,0,4,Thu Nov 21 22:23:32 +0800 2024,2024/11/21,下次 月经 流一地
5103273443068484,含金量还在不断上升 #卫生巾 C类# ,如果云知道约定的梦幻岛,2315125020,0,0,4,Thu Nov 21 22:17:46 +0800 2024,2024/11/21,含金量
5103160083615808,"现在卫生巾执行的标准是c类，和窗帘，桌布同等的标准  还有脸卖那么贵，还有脸卖那么贵，还有脸那么卖那么贵，真是暴利行业 #卫生巾 C类##ABC卫生巾#  ';,, ",小猫旺财,3694320381,0,0,129,Thu Nov 21 14:47:19 +0800 2024,2024/11/21,执行 标准 窗帘 桌布 同等 标准 脸卖 贵 脸卖 贵 脸 卖 贵 暴利行业 ABC
5103115428957268,#卫生巾 C类#我要聚宝 就是坏卫生巾让我成为了一个只追星不谈恋爱不结婚不生孩子的坏女孩 甚至我还想要天价彩礼想去旅游想吃水果想吃安格斯厚牛堡 我太坏了 亟需好卫生巾来救治我 ,唛旯嘅玐訾,7784574547,0,0,1,Thu Nov 21 11:49:52 +0800 2024,2024/11/21,聚宝 坏 追星 谈恋爱 结婚 不生 孩子 坏女孩 想要 天价 彩礼 想 旅游 想 吃水果 想 吃 安格斯 厚牛堡 太坏 亟需 救治
5103095283453472,#医用级卫生巾搜索量飙升##卫生巾 c类# 才几万的人讨论，卫生巾c类，沉默的商家，倒霉的消费者，事情发生了解决问题，我要积极发声，有国家标准实施反馈官网（感谢网友，生活同一个世界同一个地球村），搜索8939-2018，点击卫生巾说明理由。#卫生巾# ,带回家容易绿茶,6132435798,0,1,0,Thu Nov 21 10:29:49 +0800 2024,2024/11/21,医用 级 搜索 量 飙升 几万 讨论 沉默 商家 倒霉 消费者 事情 发生 解决问题 我要 发声 国家标准 实施 反馈 官网 感谢 网友 生活 同一个 世界 同一个 地球村 搜索 8939 2018 点击 理由
5103085565247531,#卫生巾 C类# 虽然卫生巾的标准没有分ABC类，但目前卫生巾的国家推荐性标准GB/T 8939-2018（图一）的pH值的确跟纺织品标准（图二）的C类一样，的确不合理。  解决方案： 1.国家改标准。 2.在国家改标准之前，企业可以主动按纺织品的B类或A类标准做。 ,火爸朱剑笛,3190081570,0,0,3,Thu Nov 21 09:51:11 +0800 2024,2024/11/21,标准 分 ABC 国家 推荐性 标准 GB T 8939 2018 图一 pH 值 纺织品 标准 图二 不合理 解决方案 国家 改 标准 国家 改 标准 企业 主动 纺织品 B A 标准 做
5103082633694804,#卫生巾 C类#重视女性安全很难吗又要女的死又让女的生啊???是女人不是日本人 别把女的往死里整行不行花钱买不到好东西 无语 ,小柔_orb,6563565845,0,0,5,Thu Nov 21 09:39:33 +0800 2024,2024/11/21,重视 女性 很难 女 死 女 生 女人 日本 女 死 里 整行 不行 花钱买 不到 东西 语
5103262472602579,#卫生巾 C类#  难怪我月经后期总觉得不舒服 ,mt拉住仇恨啊,2206336471,0,0,0,Thu Nov 21 21:34:10 +0800 2024,2024/11/21,月经 后期 总 舒服
5103262067856500,#卫生巾新国家标准计划正在起草中# #卫生巾 c类# #劣质卫生巾导致女性不孕#,糖醋鱼想吃锅包肉,7484077709,0,0,2,Thu Nov 21 21:32:33 +0800 2024,2024/11/21,新 国家标准 计划 起草 中 劣质 导致 女性 不孕
5103261134619089,#卫生巾 C类#活着真心累。。。 ,无梦de鱼,2731091555,0,0,0,Thu Nov 21 21:28:50 +0800 2024,2024/11/21,活着 真心 累
5103257536169863,#卫生巾 c类# 用ABC前，我是个传统的好女人！！！！用了劣质卫生巾，我变成了女同，在这之前我特别喜欢男人，喜欢小孩，我的梦想是生6个孩子，三男三女，伺候老公孩子，孝敬公公婆婆，也不想要彩礼。但是自从用了国产劣质卫生巾，就不喜欢男人了，还想要天价彩礼，还害怕生孩子，都是劣质卫生巾害的！#abc卫生巾##ABC卫生巾十大美德#,一束飛走的氣球,5324358789,1,1,3,Thu Nov 21 21:14:33 +0800 2024,2024/11/21,ABC 前 传统 女人 劣质 女同 特别 喜欢 男人 喜欢 小孩 梦想 生 孩子 三 男三女 伺候 老公 孩子 孝敬 公公 婆婆 想要 彩礼 国产 劣质 喜欢 男人 想要 天价 彩礼 害怕 生 孩子 劣质 害 abc ABC 十大 美德
5103253304116731,#卫生巾 C类#真的么？没看明白，集体黑心么？ ,扶姐,2504273342,0,0,0,Thu Nov 21 20:57:44 +0800 2024,2024/11/21,真的 没 明白 集体 黑心
5103240059031254,本身你们卫生巾各个品牌就已经在薅女性羊毛了 质量做的好点难道不应该吗 好家伙市场上基本上都是c类的卫生巾 这相当于什么 相当于女性最脆弱的那几天裹着一个窗帘布过一个礼拜 （毕竟窗帘布就是c类 ）刷视频看到卫生巾品牌的主管基本是男性 而且招人也不要女性….怎么了 怕女性知道你们这些奸商丑恶的嘴脸吗……#卫生巾 c类# 真的是来月经就很焦虑了 还要因为卫生巾焦虑,徐momo呀,6936061442,1,7,11,Thu Nov 21 20:05:06 +0800 2024,2024/11/21,品牌 薅 女性 羊毛 质量 做 好点 好家伙 市场 相当于 相当于 女性 脆弱 几天 裹 窗帘布 礼拜 窗帘布 刷 视频 品牌 主管 男性 招人 女性 怕 女性 奸商 丑恶 嘴脸 真的 月经 焦虑 焦虑
5103239634619370,#卫生巾 C类#强行捂嘴只会卷起更大的风浪… 女性必需品竟然只是c类？21世纪了女性的需求什么时候才能被真正的重视？？ 在你们压热度的时候别忘记，世界诞生于女性的裙摆之下！ ,叶耶耶耶ye-,6344736535,0,0,2,Thu Nov 21 20:03:25 +0800 2024,2024/11/21,强行 捂 嘴 只会 卷起 更大 风浪 女性 必需品 21 世纪 女性 需求 重视 压 热度 别忘记 世界 诞生 女性 裙摆 之下
5103229620717569,?卫生巾如果实际测量长度比包装表示的长度“缩水”这算虚假宣传吗？如果卫生巾实际测量长度与包装标示长度的偏差在国家规定的标准GB/T 8939-2018范围内（全长偏差“±4%”之内），通常不被视为虚假宣传。如果实际测量长度与包装标示长度的偏差超出了国家标准范围，那么涉嫌虚假宣传，并且可能属于不符合国家标准的不合格产品，相关卫生巾品牌可能构成消费欺诈。?消费者可以追究厂家的责任吗？如果上述行为构成虚假宣传，且厂家授意商家进行虚假宣传，那么消费者可以追究厂家的责任。如果商家是自主进行虚假宣传，并未受到厂家授意，那么厂家不承担法律责任，消费者应追究商家的责任。#卫生巾长度造假##卫生巾 c类#,医疗律师张文波,2302748665,0,0,0,Thu Nov 21 19:23:37 +0800 2024,2024/11/21,测量 长度 包装 长度 缩水 这算 虚假 宣传 测量 长度 包装 标示 长度 偏差 国家 标准 GB T 8939 2018 全长 偏差 之内 视为 虚假 宣传 测量 长度 包装 标示 长度 偏差 超出 国家标准 涉嫌 虚假 宣传 符合 国家标准 合格 产品 相关 品牌 消费 欺诈 消费者 追究 厂家 责任 虚假 宣传 厂家 授意 商家 虚假 宣传 消费者 追究 厂家 责任 商家 自主 虚假 宣传 并未 厂家 授意 厂家 承担 法律责任 消费者 应 追究 商家 责任 长度 造假
5103210866673922,#卫生巾 C类#马上我的经血将会像二手烟一样散播在公共场所 ,天杠Atchoo,5238571419,0,1,2,Thu Nov 21 18:09:06 +0800 2024,2024/11/21,经血 将会 二手烟 散播 公共场所
5103209949696826,#卫生巾 C类#希望直接绝经 ,LoellaFLORA,6982905346,0,0,0,Thu Nov 21 18:05:28 +0800 2024,2024/11/21,希望 绝经
5103207663798744,#卫生巾 C类#这个世界对我这样我还以为我犯了什么重罪原来只是因为我是女的。 ,花田早纯奈,7818432338,0,0,0,Thu Nov 21 17:56:23 +0800 2024,2024/11/21,世界 我犯 重罪 女
5103203291758710,#卫生巾 C类# 卫生巾不安全影响生育的 ,苦冈切十四,3911384796,0,0,1,Thu Nov 21 17:38:59 +0800 2024,2024/11/21,影响 生育
