博主id,用户昵称,性别,粉丝数,关注数,是否大V,微博认证,个人简介,svip等级,score
3891853033,被酥掉的墙皮,f,76,1063,0,,,0,1.0
3892166187,不知道叫什么名字的壳r,f,199,99,0,,如愿以偿,0,1.0
3893227121,Maydayyyyyyyyyyyyyyy,f,109,1222,False,,nothing,0,1.0
3893366648,松业东林,f,193,1009,False,,博学之，审问之，慎思之，明辨之，笃行之,1,1.0
3893648664,丑丑妈4,m,338,4386,0,,,0,1.0
3893758801,我让我太奶收拾你,f,14,81,False,,远观荷,1,1.0
3894082077,S-ALLBLUE,f,188,74,False,,万般皆苦 唯有自渡,0,1.0
3894388423,-周宇杰-,f,177,55,False,,你我之间本无缘  全靠时代少年团,0,1.0
3894710800,鹿桑花开,f,89,110,False,,一个爱做梦的人,0,1.0
3894834622,孙能能律师,m,2735,2553,True,河南良承律师事务所 专职律师 孙能能,从事法律工作12年；专业：刑事辩护、律师会见，知识产权、消费权益、企业合规、信息调查。孙律师电话:18037463499；常驻郑州，全国亲自办案。,0,1.0
3894952198,像疯子一样的吕子,f,201,1528,False,,简单的生活，活出自我！,0,1.0
3895270178,竹两,m,168,2082,False,,,0,1.0
3895661408,叼羊妖_五花肉猫,f,2776,147,False,,互关私信，取关请双。需要2003版毗湿奴往世书的加网盘欢乐的野猫，然后备注要啥，我看到了就会发送,0,1.0
3895926895,htdx好运之神眷顾我,f,3,291,False,,生活大部分时候是失控的,0,1.0
3896363102,动漫老人低手,f,3.4万,1347,0,,微博认证：治好也流口水 约稿事宜请看米画师：AKiraaaa,0,1.0
3896374978,StarKingYuen,f,1,73,False,,镇魂,0,1.0
3896539239,王咕嘟pp,f,111,76,False,,永远自由,0,1.0
3896667974,少女格格屋,f,399,450,0,,正在开发新大陆,1,1.0
3896681818,偷吃春光的喵呜,f,165,757,False,,我想爱谁就爱谁！,0,1.0
3896877129,悠扬老歌,f,182,381,False,,𝙇𝙤𝙫𝙚 𝙈𝙮𝙨𝙚𝙡𝙛,6,1.0
3896899648,李一刀两刀三刀,f,84,420,0,,低智商俱乐部暨淡泊世代骨干成员,0,2.0
3896911600,这一切不为彼岸只为海,f,292,455,False,,我想做一个小太阳呀~🌈,0,1.0
3898056675,小果你泥泥泥泥瓦,f,101,357,False,,“什么是低情商的行为？ “始终要在言语上胜过别人。 “你见过的情商最高的行为是什么？ “即使是对最熟悉、最亲切的人，仍然保持尊重和耐心。 ​​​,0,1.0
3898494187,对我说没关系的你,f,630,282,False,,我身体里的火车从来不会错轨，所以我允许大雪、风暴、泥石流和荒谬。,0,1.0
3898828049,亲爱滴吴兄弟,m,327,2106,0,,奋斗中的大川,0,1.0
3899490198,举灯的人,f,317,37,False,,站在我这边。,0,1.0
3899505131,鬼马淘气包,f,458,1725,False,,谁影响我   我就放弃谁 谁道德绑架我  我就干谁,0,1.0
3899644774,曦曦啦,f,741,1223,False,,,0,1.0
3900244155,斑与鸠,m,28,526.0,False,,LGBT,1,4.0
3901257337,南波cc点鱼召召,f,41,2298,False,,公鸡煲～公鸡煲～经过了我的胃～～,1,2.0
3901547658,用户3901547658,m,315,383,False,,,0,1.0
3901596655,姬雪姒,f,43,97,False,,爱就是这样 没有办法,4,1.0
3901801573,小桃樹tree,f,41,725,False,,末知全貌，不予置评～,0,1.0
3902219308,浪里小白龙___,f,176,473,False,,,2,1.0
3902263800,冬日里的阳光00,f,73,451,0,,期待……,0,1.0
3902715197,青柠味的什么呢,f,107,2954,False,,,0,1.0
3902733502,苏C_慧丫头,f,72,398,0,,咖啡的苦与甜，不在于怎么搅拌，而在于是否放糖。一段伤痛，不在于怎么忘记，而在于是否有勇气重新开始。,0,1.0
3902988252,但却不能够再为你唱一首歌,f,633,744,False,,我们一起去海边走走,0,1.0
3902995770,栎樰shy,f,187,62,False,,初心。,4,1.0
3903101265,网络贵族沙琪玛,f,186,1278,False,,我能隐约感到你是个有趣的人,0,1.0
3903383969,hywjdiysagebgaqtamsdhsw,m,4,78,False,,,0,1.0
3903569377,licht今年想走出去,f,98,432,False,,今年向前走一点吧,1,1.0
3904133925,今天也是零下,f,53,1300,False,,我会采更多的雏菊,1,2.0
3904573562,周末去公园吧,f,94,774,False,,无趣又嘴笨）日常努力哈哈哈哈哈哈,0,1.0
3904804523,清偌微扬,f,6,738,False,,听听剧干干活,3,1.0
3905119091,抹茶哪有忘羡甜,m,124,842,False,,我磕的cp全世界最甜,0,1.0
3905172230,EineKleine9,f,176,3325,0,,Nothing's gonna change my love for you.,0,1.0
3905260248,小乐的碎碎念ya,f,77,1342.0,False,,凡事发生必有利于我！！,1,1.0
3905316338,因为有你21甜甜的,f,52,214,False,,,0,1.0
3905453533,Miao-An,f,246,282.0,False,,@Miao-Mario 你在唱，我在听-慢慢的陪你慢慢的老去♡爱生活爱站长爱53♡,7,1.0
3905800879,漫步心上wy,f,278,1625,False,,,0,1.0
3905920998,薯饼k,f,51,702,False,,纯爱战士//良好的精神状态来源于谷子和漫画,0,1.0
3905976682,那谁286_436,f,37,482,False,,,0,1.0
3906030843,最强小英,f,1,200,False,,,1,1.0
3906160307,宝剑锋从磨砺出梅花香自苦寒来啊,f,1.1万,2199,False,,我就是我,1,3.0
3906216372,奥本海狮,f,530,405,0,,镇魂,0,1.0
3906454721,GEA-希敏,f,64,125,False,,,0,1.0
3906858282,碗里种满香菜,f,55,147,0,,一直做自己人生的女主角！,0,1.0
3907149072,嘉穗-,f,147,332,False,,风禾尽起，嘉穗盈车,0,2.0
3907424721,魔方公寓Mofang,m,1.8万,202,True,魔方（上海）公寓管理有限公司,魔方公寓是中国长租公寓的领跑品牌之一，为都市新生代打造有MO有样的生活。欢迎关注官方微信：魔方公寓 ；垂询热线：4008-256-999,1,1.0
3907725038,Xiaoshiziandxiaotuzi1823,f,47,1108,False,,简简单单的生活，实实在在的过好每一天，虽然很辛苦但很充实！,0,1.0
3908139582,小小小板栗,f,168,110,False,,,1,1.0
3908161258,热衷吐槽的甲乙丙,f,313,82,False,,无粉籍人士，热爱口嗨，谨慎关注！镇魂,0,2.0
3908301150,西行春雪,f,218,398,0,,不会熬夜,0,1.0
3908340276,甜酒蛋喵,f,16,27,False,,,0,1.0
3909406402,来杯冰美式无糖呦,f,45,169,0,,怼我的都是dashazi～,0,1.0
3909771218,Pikararr,f,151,660,False,,低电量,0,1.0
3910476617,倏忽一瞬之,f,7,352,False,,拥抱错误、不确定，完成人格独立，经济自由,0,1.0
3910676835,AKA_颜控晚期,f,355,585,0,,事实性别为男的美女才能让我兴奋,0,1.0
3911114815,烟袋-对酒当歌,f,152,179,False,,"佛剑男神本命,少艾,小谈，小蝴蝶大墙头,书大,龙宿,剑子,双邪,笑禅粉.金光王爷粉.霹雳补老剧中·海贼猎人银魂党",0,1.0
3911173084,一只叫鱼刺的猫,f,94,203,False,,麻木不仁的日子里追求自由与快乐就是我对生活的反抗,0,1.0
3911406738,xglingda,f,414,2677,False,,读书写作为乐，兼擅乐音。开琼筵以坐花，飞羽觞而醉月，长事商科。书里半生古今月，却觉文艺得还不够。赤子寸心，乾坤天地，唯愿以文会友，以飨知己。,1,1.0
3911855907,终末的放浪,f,99,570,False,,mhs：拟蒙 。无情的转发机器  /pokemon/JOJO/FF14/persona/杂食   因为画画太丑被扔进海里,0,1.0
3911880211,红莲锁凤,f,74,109,False,,宅腐女一枚,0,1.0
3912136333,好运相伴x,f,2314,364,0,,,0,1.0
3912503711,青菜叶子人人爱80863,f,1040,1502,False,,努力工作，开心生活！,0,1.0
3912839329,吃货老邢,f,79048,384,True,美食博主 微博VLOG博主 微博原创视频博主,记性不好 那就记在这里☺️ 🍠单眼皮吃货少女,0,1.0
3913658157,冬季防溺水,f,764,281,True,超话粉丝大咖（cv倒霉死勒超话）,我要跟罗云熙结婚！,1,2.0
3913971442,-Ghoststar-,f,142,331,False,,૮ .  ̫ . ა,0,1.0
3914042027,呆萌萝莉甜甜圈,f,220,1766,False,,顺风顺水顺财神,0,1.0
3914393144,AAA如意如意顺我心意,f,124,326,False,,快快显灵！,0,1.0
3914572176,半透明的微存在,f,14,284.0,False,,成为自己的朋友。,1,1.0
3914689763,一颗脆桃儿-rp,f,338,1732,False,,🥰,1,1.0
3914856120,兔击叽唧,m,225,566,False,,170424—I just wanna be happier ^ ^,0,1.0
3914883308,qdCrystal周,f,276,4239,0,,,0,1.0
3914931961,ChoiSeungHyun0819,f,23,797,False,,爱吃点小饼小面包٩(๑❛ᴗ❛๑)۶,0,1.0
3914959040,满鱼鱼仔,m,43,294,False,,睡梦与警醒的每一个瞬间,0,1.0
3914997912,Q毛媽,f,40,435,0,,勇敢做自己,0,1.0
3914999343,某某换个名字,f,31,460,0,,梦想就是能有一只小巴哥和一只大缅因,0,1.0
3915066452,Ai欢欢欢呀,f,661,134,False,,阳光明媚,0,1.0
3915839309,河清海晏呀,m,87,302,False,,bravery,6,1.0
3915914855,不爱吃香菜的羊羊羊,f,158,370,0,,往前走,0,1.0
3916188505,胖子胖子小胖子XL,f,145,94,False,,不想被说成大胖子的小胖子,0,1.0
3916723107,两次都没抽中JBL的糍粑,f,57,1125,0,,互联网野鬼  到处蹭饭吃代餐的废物    家人们取关请随意！  我操镇魂没用了  新建文件夹,1,1.0
3916848256,T宝出版社,m,18,434,0,,,0,1.0
3916975151,丹枫迎秋_73365,f,27,235,False,,,0,1.0
3917091948,姐姐让着你,f,102,102,0,,沙雕少女变形记,0,1.0
3917389324,萧暮云,m,161,272,False,,我不知道下一刻会发生什么，但我确信这就是我的人生。  ---艾弗森,0,2.0
3917709516,渭水南粥,f,232,318,False,,,0,1.0
3917874202,RomaneeContiiiiiiiii,f,239,998,0,,,0,1.0
3919171305,是雪呀呀呀呀,f,781,482,False,,我又不脆弱,0,2.0
3919558131,潇洒又优雅的我,f,141,890,0,,让自己更美好,0,1.0
3919912661,一换名字就觉得自己智商捉姬,f,195,222,False,,"I look for what I miss, I know not what it is.",0,1.0
3919928370,不懂就要问啦kk,f,228,192,False,,有事没事别打扰,0,1.0
3920179295,小刀砍鱼,f,76,191,False,,我比这地球上任何一个人都喜欢你,0,1.0
3920273524,我的博爱你不懂,f,335,332,0,,喜欢美人，美景和美食�,0,1.0
3920295955,-空洞星蟲-,f,296,2051,False,,,0,1.5
3921059937,一只螃蟹直着走,f,280,690,False,,,0,1.0
3921311847,ANOTHERFORTNIGHTLOSTINAMERICA,f,1313,547,0,,✋�� Ü���������,0,1.0
3921435690,配不配要你管,m,186,1032,False,,爱怎么追怎么追，少管,0,1.0
3921455023,-SIXTEENDREAM,f,125,606,False,,微博就是一个树洞 懒得换了,0,1.0
3921610189,阿貓阿狗Holiday,f,125,93,False,,❤️EasonChan❤️ Leo Messi ❤️ SherlockXJohn,3,1.0
3921842410,张洺悦,f,4076,22,True,本地资讯博主 (贵阳）,,0,1.0
3921895996,英雄先生的信箱,f,273,680,False,,勇敢的人先享受世界。,0,1.0
3922168312,恶婆婆就是我,f,4,69,False,,专门刷屏的婆婆,0,1.0
3922251636,墨挽尘,f,64,2407,False,,(〃'▽'〃)。。。。。。,0,1.0
3922380142,Isaac战七,f,35,337,0,,哈哈哈哈哈哈哈哈哈把你们豆沙了,1,1.0
3922393726,什么草莓芋泥,f,407,242,False,,躺平,0,1.0
3922407397,陈小妮CC,f,1226,818,False,,情绪垃圾桶,0,1.0
3922424401,皮克琉斯,f,27,123,False,,人生是不会变好的 所以人才会掉眼泪 ​​​,0,1.0
3922804321,luckyhy宇宙,f,7,96,False,,人类的赞歌是勇气的赞歌,0,3.0
3923640014,洗衣小能手C,f,299,2498,0,,老白  转战渣浪？！米奇头战士 努力成为一个有趣的人  高冷的画渣（逗比,0,1.0
3923644505,ee13651493874,m,815,166,False,,,0,1.0
3924090324,吃火锅不花钱,f,329,308,False,,网络流氓  ||  自留地 严禁打扰🚷 镇魂,0,1.0
3924829701,告别鲸鱼座的焦虑小樱桃,f,93,245,False,,素质凹地 发疯专用abo,3,1.0
3925071854,软绵绵圆溜溜,f,139,135,0,,快乐冲浪�,0,1.0
3925305765,我在宇宙开飞船,f,842,227,False,,你的人生远不止如此,0,1.0
3925761497,马到成功_79548,m,184,5814,0,,,0,1.0
3925934918,e只蜗牛爬呀爬,f,95,124,False,,,1,1.0
3925986939,火锅烤肉洋芋粑粑,f,106,136,False,,果川王子,0,1.0
3926066510,小梅妮卡,f,1743681,513,True,作家 ， 代表作《404公寓》,保住狗命，无所畏惧,0,1.0
3926389475,简单的快乐ZWB,m,153,1326,0,,,0,1.0
3926787470,圣人惠0101,m,127,186,False,,工作，大学辅导员 山外青山楼外楼，不如黄鹂鸣翠柳。,0,1.0
3926812171,用户4y3zlp7b1h,m,5,261,0,,,0,1.0
3926974180,荔枝一点呀rl,f,247,325,False,,只有把抱怨环境的心情，化为上进的力量，才是走出去的保证。,1,1.0
3926988754,一颗向日葵呐呐,f,518,1014,False,,我现在只盼望着能愉快的糊弄完我这一生,0,1.0
3926996360,Petrazzz_,f,201,174,False,,"Eres como la noche, callada y constelada.",0,1.0
3927065114,你要快乐harry,f,186,572,False,,朝暮皆为少年之时❤️,1,1.0
3927081303,1995乞丐,f,100,801,False,,,0,4.0
3927930194,_巧克力糯曲奇,f,10,169,False,,✨,0,1.0
3928289892,张嘉乐123_873,f,566,135,False,,,0,1.0
3928725373,太阳的猫suii,f,127,939,False,,🌸💐⭐️💫🌼🌻,4,1.0
3928740816,alice_me666,f,35,88,False,,,0,1.0
3929435455,废狮,f,509,329,False,,不管睁开眼还要面对什么 只要度过此刻,0,1.0
3929701955,小胖大海-_-,f,208,1585,False,,人生漫长，何必念念不忘……,0,1.0
3929934083,速冻砂糖路哑笑_hen所有人版,f,385,643,False,,海的那边是,0,1.0
3929960714,·贝粒卡不卡·,f,345,750,False,,墙头一万个 男宝妈 一体机,0,1.0
3930095430,猫冬猫猫夏n,f,77,139,0,,在失去的所有人中我最怀念以前的自己,0,1.0
3930624253,就是念念呀,f,54,154,False,,,1,1.0
3930670747,YYYoo-yoho,f,117,265,False,,很菜的世界冠军的粉丝,0,1.0
3931091515,如意wj588,f,312,146,False,,👏🏻愿2025：晚上不失眠·卡里不缺钱💰,0,1.0
3931369949,炎悦-33,f,351,909,False,,,0,1.0
3931555108,真公主骑龙,m,1476,104,False,,女人有爱变神经 无爱一身轻,0,1.0
3931587953,拼搏的人生3,m,1018,69,False,,人生需要不断的往前走。。。,0,1.0
3931643489,灰色柠檬酸菜鱼,f,168,1894,0,,等枝桠 成繁花,0,1.0
3932271553,混口饭吃过家家,f,138,305,False,,管好自己，做个人吧。,1,1.0
3932300714,刘二小啦啦,f,91,625,False,,开心就要喀吱喀吱～嗝呃😋,1,1.0
3932425581,沉珂life,f,5,33,False,,记住该记住的，忘记该忘记的。改变能改变的，接受不能改变的。,0,1.0
3932489607,NottesteIIata,f,1845,209,0,,Rocher de Sisyphe,0,1.0
3932832996,F_跃麟宸,m,210,29.0,False,,简单一点,1,2.0
3933661983,新世纪疯子_,f,358,538,False,,夜行列車,0,1.0
3933701315,西贝丁卯,m,159,485,False,,,0,1.0
3933895633,迷恋和田玉,m,471,5324,0,,和田玉玩家，和田玉鉴定,0,1.0
3934496955,时遇倾城色crystal,f,77,138,False,,,0,1.0
3934532545,等灯等灯邓邓,f,90,209,0,,= =,0,1.0
3934741956,与Dou战斗D熊本熊0621,f,233,481,False,,super junior 蓝海ELF一员,1,2.0
3934945691,人生是旷野耶耶耶,m,167,143,False,,及时止损,1,1.0
3935051146,我就是要发疯fafeng,f,144,551,False,,不多说，盗我信息的人永生永世穷死！,1,1.0
3935700053,何豆包,f,121,133,False,,时间是事实，也掩盖了事实,0,1.0
3935955992,简单爱Cjf,f,390,1921,0,,现实永远那么残酷,0,1.0
3936073463,大路行者3,m,220,471,False,,,0,1.0
3936122964,井姐喵喵,f,160,919,0,,天天减肥，永远管不住嘴的吃货,0,1.0
3936240110,梦落笙,f,215,1784,0,,,0,1.0
3936278233,不知道起什么昵称55,f,80,525,False,,,0,2.0
3936347601,小o读研历险记,m,366,608,False,,"love life,believe in law😘",1,1.0
3936466593,爱刷屏的清凰,f,204,745,False,,亲爱的别嫌弃我刷屏٩(˃̶͈̀௰˂̶͈́)و,0,1.0
3937706028,我是媛媛77,f,180,668,False,,生前哪管身后事，浪得几日是几日,1,1.0
3938176309,睿宸Tzuka,m,156,91,False,,一个已经不动笔的(挖坑不填)写手，混乱邪恶，脑洞大似黑洞，极其话唠。,0,1.0
3938523024,用户6hq6ldexly,m,3,240,False,,,0,1.0
3938655475,斗室听澜,m,19.4万,1314,True,数码博主,音频产品爱好者，科Hi魔怔人，不喜欢被人叫做老师。,2,1.0
3938841906,ChEnSxXxxx,f,195,164,0,,,0,1.0
3938929125,依人z,f,783,61,False,,就想平淡生活,0,1.0
3938969441,宁式番茄炒鸡蛋,f,1142,1325,True,娱乐博主 超话粉丝钻咖（摩登兄弟超话）,爱吃加糖的番茄炒鸡蛋🍅,1,1.0
3939209048,你发现了一只lecj,f,40,1535.0,False,,不著名双标人士，混乱邪恶磕cp爱好者，我永远喜欢我自己！———事实证明，饭圈那群人不管是饭真人还是玩乙游，干的永远是控评和举报这种事。,0,4.0
3939479467,月亮狮子咬了山楂,f,174,50,False,,「一本书必须是一柄斧头，凿开我们心中冰封的海洋。我如此认为。」,0,1.0
3939530414,超级大辣皮,m,94,71,0,,宁可真实的丑陋，绝不虚伪的完美，（勿忘初心，做真实的自己）,0,1.0
3939951876,23100guan,m,258,907,False,,,0,1.0
3940207311,超级奶_,f,325,254,False,,哇，爱好像转移得太快了,0,1.0
3940251220,用户uh9hi07ai6,f,6,363,False,,,0,1.0
3941023024,没天分就不要画画,f,42,551,False,,爱说垃圾话,0,1.0
3941069378,不砍你砍谁,f,264,640,False,,born to be fighter,0,1.0
3941127593,饭-浅色,f,392,5156.0,False,,我真的很不喜欢暴力，无论是行为上的还是言语上的，会感到很讨厌很无力很害怕……,1,3.0
3941260247,-无折我树杞-,f,42,163.0,False,,傻逼新浪,1,2.0
3941353100,无木花实261184,f,1257,342.0,False,,何以解忧？唯有暴富！,1,1.0
3941631490,保熟嘛瓜,f,36,34,0,,吃瓜，喝酒，打豆豆,0,1.0
3941661295,鱼鱼不想出海,f,131,301,False,,内含大量屎不拉通 已经成为熊老板的狗,0,1.0
3941674423,我为MN狂,m,1310,4543,False,,,1,1.0
3941709284,unlower,f,2,281,False,,互联网小透明 ps:别关注，会移除,0,1.0
3941784836,蓝烟是一种烟,f,75,643,False,,江湖落拓,0,1.0
3941890881,我开起飞机来,f,689,1147,False,,“没有不可治愈的伤痛，没有不能结束的沉沦，所有失去的，会以另一种方式归来。”,0,1.0
3942009501,真映璃,f,26,119,0,,还活着；只是懒得把动态发在这边而已。,0,1.0
3942077317,要快乐健康ya,f,479,595,False,,人不享受等于白活,6,2.0
3942334085,给我可乐加辣,f,14,254.0,False,,我讨厌意难平！,0,4.0
3942435358,王奇的奇幻世界,f,219,1439,False,,,1,1.0
3942461073,沙粥_,f,543,426,0,,嬷法师,0,1.0
3942504583,醋溜芋泥波波,f,194,1782,False,,,1,3.0
3942654655,是幸运的一一呀,f,213,2634,False,,2025年要好运连连财源滚滚来呀,0,1.0
3942744842,牌牌今天也没有想好新名字,f,6326,1136,True,娱乐博主 超话主持人（白宇小宇宙站超话）,村里的一只小鸭子,0,1.0
3942924155,国外放羊的桃子,m,193,479,False,,后会无7,0,1.0
3943153383,Mrs_Sakata,f,170,304.0,True,超话小主持人（undefined504超话）,地球online绝赞登录中…,3,2.0
3943184229,_霞-姐,f,50,171,False,,,0,1.0
3943346573,凱莉y_581,f,194,2044,False,,,0,2.0
3943968285,拿铁莓莓多冰,f,187,407,0,,烂,0,1.0
3944407693,在学术的道路上前行,f,303,951,False,,喜欢美人,0,1.0
3944409564,走走看看465,m,97,192,False,,,0,1.0
3944910345,下辈子当守宫好吗_好的,f,425,464,False,,我不是梦女我是他的妻子♥️,6,1.0
3946147408,haha198802,m,242,43,False,,,0,1.0
3946407369,小帕狗早点睡,f,281,499,False,,,2,1.0
3946500587,疯狂马小跳,m,65,202,False,,未来已来,0,1.0
3946584098,蓝染夏初_亚麻holic,f,320,1274,0,,亚麻   hyde  工地 芬达 yosei 五月天  clamp 凛遥  女权主义 懒癌画手,0,1.0
3946709434,她被蛊了,m,142,99,False,,全世界最幸福的小孩,0,1.0
3947186944,可以给我一只奥利奥吗,f,83,531,False,,11的碎碎念小卖部^^,0,1.0
3947188236,-嘣嘣吧啦吧,f,120,1168,False,,睡个好觉,0,1.0
3947229170,岁月静好wht,m,350,1734,False,,,0,1.0
3947235595,VC婷婷,f,671,381,False,,心之所向,1,1.0
3948454161,家有两宝momo哒,f,58,394,False,,,0,1.0
3948469725,用户bc9l6v9z2b,f,2,342,False,,,1,1.0
3949013607,西白山下,m,322,5955,False,,,2,1.0
3949344220,海绵有想法兔子,f,175,341,False,,病是没有，疯占两三分,0,1.0
3949596352,蛋挞腐超进化,m,128,1272,False,,LGBT。是活人。,0,1.0
3949793164,saved_梵天,f,47,319,False,,小舟从此逝，江海寄余生。,0,1.0
3950117626,大晶strive_781,f,603,145,False,,,0,1.0
3950159349,幸运luckyluzi,m,393,624,False,,不如无知的死去,1,1.0
3950991404,夏娃的第八个女儿,f,437,188,False,,偶尔掉线  地球online网络不好,0,1.0
3951172725,zmx911,m,550,2298,False,,,0,1.0
3951362620,嗦粉矿工,f,108,104,False,,爱是自由意志的沉沦,0,1.0
3951459659,Rigi_Higashikata,f,153,157,0,,Life's too short to not live Wild,1,1.0
3951869216,小一歲的我,f,3,627,False,,你懂的越多  懂你的就越少,0,1.0
3951997335,MONSTER_KID,m,232,5511,False,,,0,1.0
3952565987,予独爱莲_1007a,m,815,517,False,,我应该更勇敢一点，为了我的男孩儿❤️,3,1.0
3953033990,爆炒冰冰鱼,f,53,351,False,,我是杂食 通通开饭,0,1.0
3953301415,热衷吃瓜小群众,f,38,182,0,,,0,1.0
3953482984,不爱吃萝卜的丸子,f,12069,592,True,超话粉丝大咖（傅菁超话） 超话粉丝大咖（少女时代超话） 超话粉丝大咖（金泰妍超话）,“去看山海，去会众生，去寻自我。”,0,1.0
3953703397,雅倩winter,f,253,1170,False,,🐰🐰一枚,0,1.0
3954087138,沐爻是个大懒癌,f,1758,1613,0,,负能量守恒,0,2.0
3954174856,米奇妙妙屋0_0,f,158,532,False,,我想要顺顺利利,0,1.0
3954318422,青云万里333,f,204,1232,False,,失之东隅，收之桑榆。,0,1.0
3954370545,左翔右逸,m,450,95,False,,,1,1.0
3955109063,咩咩羊咩咩咪呀,f,20,506,False,,,0,1.0
3955160853,今天兔子超暴躁,f,12481,589,False,,suju 海景 吃百家饭墙头超多,0,1.0
3955568707,kwi9,f,8,170,False,,镇魂,2,1.0
3955936430,我要补充蛋白质,f,423,644,False,,开开心心🥰每一天,0,1.0
3956379700,奇妙椰耶yoo,f,236,279,False,,感谢互联网智慧的安利,0,1.0
3956856884,绍兴PoLo派,m,846,1443,False,,"一个人的微博,一个人的感觉。",1,1.0
3957129510,河马小牙刷,f,125,599,False,,白首如新 倾盖如故,1,1.0
3957411531,心_新_辛_,f,3801,1476,True,第四届中国亚欧博览会志愿者 第十三届全国冬季运动会志愿者,终究是客，说过就过……,0,1.0
3957548062,万一欠2013,m,213,362,False,,,0,1.0
3958066339,钱多多de_周末,f,41,66,False,,爱拉黑！,1,1.0
3958120586,cocacolafeliz,f,55,86,False,,来日方长/新建文件夹,0,1.0
3958451752,瑜曜yu,f,67,385,0,,Illuminates Natural Free Journey.一次强推《犯心》大部分烫的都看过，三次推华晨宇,0,1.0
3958585410,djeocgek,m,98,800,False,,云次方 来日坊场,1,1.0
3959465673,赤兔子_R2,f,219,1230,0,,CP号。自娱自乐，墙头众多，开心就好。,0,1.0
3959700371,都多什么都多,m,73,170,False,,,0,1.0
3959828596,旧事酒浓w_w,f,222,267,False,,mean plan,0,1.0
3960024464,大志也不会喝酒,m,168,191,False,,苍狗又白云，身旁有了你。,0,1.0
3960202605,余欢尚欢,f,163,1999,False,,活着让我累,0,1.0
3960404114,希望成功小朋友,m,129,5401,False,,,1,1.0
3960926216,猎杀甜食计划,f,428,2115,False,,水中有倒影才是真,0,1.0
3961031866,黄油硬糖Asama,f,176,1406,0,,,0,1.0
3961034888,MayIloveuInJune,m,229,869,False,,🧸🥰,0,1.0
3961048347,花痴得小伙汁,f,150,1199,False,,博主爱所有人,0,1.0
3961192020,旭日苦瓜,f,16,131,False,,是夕阳也是旭日,0,2.0
3961796232,设定值是多少呢,m,21,421,0,,,0,1.0
3961905769,王者967_660,m,913,112,False,,,0,1.0
3962031222,周粥要加糖,f,152,149,0,,家人身体健康,0,1.0
3962273453,七仔123456789,f,51,991,False,,,0,1.0
3962849352,愿八角金盘,f,241,351,False,,缘起缘落，缘聚缘散,0,2.5
3962882388,火星883_967,m,4,209,False,,,0,1.0
3963013915,陈一绝,f,370,1065,False,,永远真诚善良 永远热泪盈眶,0,1.0
3963135357,秉烛游x,f,114,1591,False,,退堂鼓一级选手 口嗨冠军  限定话唠 世界史菜鸡,1,1.0
3963167819,今年也在努力赚钱,f,222,147,False,,太乖只能跟从，不乖世界更大,1,2.0
3963387343,昭昭如愿__岁岁安澜__,f,1194,138,0,,勇敢说不隐藏,0,1.0
3963604137,秦灶花,f,203,163,False,,破我执 克己 修心养气,1,1.0
3963839405,做大娱乐家233,f,82,223,False,,,0,1.0
3964075884,wuv米,f,61,106,False,,我不摘月亮,0,1.0
3964100379,全糖向禄,f,74,418,False,,我是一个非常幸运的小女孩,0,1.0
3964219666,怪物有怪物的快乐,f,185,437,False,,限定的每一刻都是永远。,0,1.0
3964241040,13初见,f,554,520,False,,言论代表个人，非群体   不喜勿关,0,1.0
3964319375,会魔法的一只米,f,315,606,0,,早睡身体好,0,1.0
3964425527,3-2-24,f,167,589.0,False,,被迫封嘴中。,0,3.0
3964715116,人群中钻出一个大饼脸,f,1249,211,False,,素质很低，穷山恶水出我,0,1.0
3964987839,星星闪着光啊为啥,f,153,471,False,,一如既往 ，万事胜意,0,1.0
3965265607,晚星沉睡,f,84,842,False,,忽如远行客,1,1.0
3965465667,胖馋喵,m,729,2250,False,,绝望的直女,1,2.0
3965570792,724非正常鸟类洗浴中心官博,f,1488,801,False,,游戏原画师\任天堂爱好者\鸟类爱好者\,0,1.0
3965663381,抖森的长耳兔,f,341,258,False,,保持呼吸，不要断气。,0,1.0
3965998145,小小的梦都,f,107,1923.0,False,,,1,6.0
3966377230,我说过再见啦,f,15,103,0,,我的垃圾桶,0,1.0
3966768373,用户rf1ja7dazs,m,764,7593,0,,一个怀着平常心的男人！,0,1.0
3967092339,关爱自闭症小王八,f,395,982,False,,(ฅ&gt;ω&lt;*ฅ),0,4.833333333333333
3967096595,宝宝你就是一块小蛋糕,f,52,552,False,,镇魂是什么意思呀 小镇女孩👧 一直在努力😊平时有事没事喜欢玩手机🤳转发微博💪lgbt🌈les🥰,0,1.0
3967204233,红豆换成芋圆,f,35,211,0,,操（防搜/个人博什么都发/我嘴很毒你忍一下,1,1.0
3967459935,1MYbutterfly,f,249,1129,False,,“麻木不仁的日子里，记录，就是反抗”,1,2.0
3967465909,reeusheng,f,176,1145,False,,嗓子疼,0,1.0
3968090733,阿机_,f,259,825,False,,请相信每日努力过下去，便无力再恐惧。,6,1.0
3968149730,千殇世离,m,133,197,False,,,0,1.0
3968167993,沉烽婧柝,f,209,514,False,,不要输给那个瞬间,0,1.0
3968622244,将吃粉,f,130,163,False,,对不起有点张牙舞爪的,1,2.0
3969342609,Ellie王小棠Cranc,m,879,681,False,,这个世界上所有生物，我最喜欢你。,0,1.0
3969438020,m16咕咕,f,95,719,False,,好心态成就好女人,0,1.0
